stem,variant,val_mae,test_mae,training_time_sec,model_path
BPIC20_InternationalDeclarations,STD,406.4369201660156,318.22216796875,65540.50847244263,models_pgt_xes\pgt_repoish_BPIC20_InternationalDeclarations_STD.pt
